Spectrum Name:
Description:
Student ID:
Detector Used:
Comments:
Acquisition Mode:	PHA Pre-Amp
High Voltage:	1250
Conversion Gain:	1024
Coarse Gain:	16
Fine Gain:	1.0
Upper Discriminator:	1048
Lower Discriminator:	14
Calibration Coefficients:Elapsed Real Time:	768.87
Elapsed Live Time:	675.74
Start Time:	November 12, 2020, 12:55:01
End Time:	November 12, 2020, 01:07:50
ROIs:
ROI:	Low	High	Gross	Net	FWHM	Centroid


Channel Data:
Channel	Energy	Counts
0		0
1		0
2		6
3		40
4		2315
5		2897
6		366
7		636
8		1247
9		4338
10		18225
11		23392
12		28202
13		33449
14		37988
15		41906
16		44217
17		44807
18		43327
19		41608
20		38998
21		38057
22		37035
23		34860
24		33651
25		32635
26		31888
27		31647
28		30894
29		30470
30		29746
31		29093
32		27943
33		26830
34		26029
35		24942
36		23890
37		22844
38		22418
39		21365
40		20568
41		19927
42		19511
43		18901
44		18243
45		17818
46		17436
47		17277
48		16795
49		16303
50		15847
51		15272
52		14904
53		14493
54		14287
55		13749
56		13451
57		13030
58		12653
59		12313
60		11699
61		11263
62		10818
63		10446
64		10080
65		9701
66		9318
67		9180
68		8782
69		8617
70		8451
71		8110
72		7812
73		7691
74		7626
75		7486
76		7292
77		7217
78		7000
79		6864
80		6814
81		6515
82		6564
83		6479
84		6361
85		6169
86		6008
87		6034
88		5868
89		5789
90		5647
91		5649
92		5531
93		5496
94		5368
95		5174
96		5340
97		5176
98		5006
99		5095
100		4854
101		4897
102		4707
103		4849
104		4728
105		4844
106		4676
107		4813
108		4643
109		4703
110		4723
111		4800
112		4859
113		4750
114		4815
115		4757
116		4804
117		4981
118		4825
119		4811
120		4909
121		4829
122		4870
123		4893
124		4958
125		5030
126		4792
127		4669
128		4646
129		4718
130		4544
131		4519
132		4384
133		4204
134		4137
135		4102
136		3930
137		3806
138		3726
139		3673
140		3550
141		3563
142		3470
143		3454
144		3249
145		3334
146		3261
147		3194
148		3226
149		3196
150		3246
151		3057
152		3179
153		3198
154		3046
155		3104
156		2987
157		2955
158		2903
159		3040
160		2959
161		2870
162		2853
163		2832
164		2728
165		2619
166		2675
167		2664
168		2547
169		2607
170		2495
171		2470
172		2417
173		2356
174		2414
175		2446
176		2341
177		2339
178		2280
179		2250
180		2237
181		2276
182		2265
183		2237
184		2278
185		2234
186		2290
187		2182
188		2247
189		2143
190		2189
191		2152
192		2138
193		2114
194		2125
195		2145
196		2141
197		2063
198		2079
199		2094
200		2164
201		2126
202		2041
203		2072
204		1958
205		2016
206		1984
207		1943
208		1975
209		1957
210		1970
211		2000
212		1926
213		1957
214		1896
215		1849
216		1864
217		1855
218		1819
219		1856
220		1787
221		1792
222		1846
223		1794
224		1849
225		1826
226		1826
227		1759
228		1789
229		1772
230		1697
231		1741
232		1781
233		1737
234		1653
235		1753
236		1627
237		1634
238		1708
239		1666
240		1572
241		1596
242		1630
243		1696
244		1577
245		1611
246		1559
247		1559
248		1614
249		1596
250		1590
251		1593
252		1583
253		1548
254		1561
255		1545
256		1590
257		1569
258		1589
259		1589
260		1581
261		1565
262		1563
263		1502
264		1526
265		1539
266		1505
267		1543
268		1531
269		1462
270		1466
271		1477
272		1467
273		1536
274		1531
275		1566
276		1461
277		1510
278		1517
279		1538
280		1424
281		1478
282		1455
283		1423
284		1477
285		1490
286		1437
287		1546
288		1501
289		1460
290		1470
291		1477
292		1416
293		1456
294		1441
295		1361
296		1407
297		1433
298		1432
299		1390
300		1412
301		1316
302		1371
303		1373
304		1383
305		1332
306		1353
307		1328
308		1339
309		1317
310		1397
311		1249
312		1352
313		1300
314		1363
315		1342
316		1264
317		1334
318		1316
319		1261
320		1329
321		1313
322		1331
323		1288
324		1278
325		1262
326		1256
327		1205
328		1233
329		1264
330		1226
331		1214
332		1244
333		1284
334		1249
335		1240
336		1205
337		1265
338		1181
339		1253
340		1306
341		1144
342		1272
343		1278
344		1156
345		1202
346		1257
347		1255
348		1118
349		1251
350		1213
351		1169
352		1200
353		1208
354		1104
355		1210
356		1198
357		1219
358		1221
359		1188
360		1237
361		1181
362		1264
363		1145
364		1163
365		1090
366		1139
367		1168
368		1187
369		1150
370		1109
371		1074
372		1142
373		1098
374		1158
375		1093
376		1170
